event_id;event_text;true_label;predicted_label;confidence;reasoning;correct
FO41_20230509_034945;"Speed: 12.1 m/s | Grammage: unknown g/m2 | Paper length: 18968.0 m
Rollenwechsler A: no_defect x1250
Rollenwechsler B: no_defect x934 -> rollenwechsel x1 -> no_defect x315";machine_problem;machine_problem;high;The event shows a consistent pattern of 'no_defect' with no significant issues, indicating stable machine operation without paper-related problems.;True
FO56_20230512_044343;"Speed: 7.8 m/s | Grammage: unknown g/m2 | Paper length: 316.0 m
Rollenwechsler: no_defect x1229 -> tear x271";machine_problem;paper_problem;high;The event shows a long sequence of 'no_defect' followed by a large tear, which is indicative of a paper problem. The abrupt tear after a stable run suggests intrinsic paper weakness.;False
FO59_20241125_081627;"Speed: 10.8 m/s | Grammage: 40.0 g/m2 | Paper length: 14964.0 m
Seite A: no_defect x509 -> tear x491
Seite B: no_defect x510 -> rollenwechsel x1 -> tear x489";paper_problem;paper_problem;high;The event shows a long sequence of 'no_defect' followed by a large tear, which is indicative of a paper problem. The abrupt tear after a stable run suggests intrinsic paper weakness.;True
FO45_20221108_000458;"Speed: 11.6 m/s | Grammage: 35.0 g/m2 | Paper length: 15471.0 m
Rollenwechsler A: no_defect x196 -> defect x3 -> no_defect x1301
Rollenwechsler B: no_defect x1500";machine_problem;machine_problem;medium;The event shows a sequence of 'defect' entries without significant tears, suggesting mechanical issues rather than paper-related problems.;True
FO53_20221228_073141;"Speed: 12.9 m/s | Grammage: 57.0 g/m2 | Paper length: 40.0 m
Seite A: no_defect x1009 -> rollenwechsel x5 -> no_defect x9 -> defect x1 -> rollenwechsel x3 -> no_defect x10 -> defect x3 -> no_defect x11 -> defect x3 -> no_defect x11 -> defect x2 -> no_defect x12 -> defect x2 -> no_defect x12 -> defect x1 -> no_defect x12 -> defect x2 -> no_defect x11 -> defect x2 -> no_defect x12 -> defect x2 -> no_defect x12 -> defect x1 -> no_defect x26 -> defect x1 -> no_defect x13 -> defect x1 -> no_defect x72 -> defect x2 -> no_defect x2 -> defect x1 -> no_defect x2 -> defect x1 -> no_defect x5 -> defect x5 -> tear x1 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x1 -> tear x1 -> defect x30 -> Kantenfehler x1 -> defect x7 -> tear x24 -> no_defect x1 -> defect x1 -> no_defect x2 -> defect x1 -> Kantenfehler x1 -> defect x1 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> defect x3 -> Kantenfehler x2 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x2 -> no_defect x4 -> defect x1 -> no_defect x1 -> defect x10 -> Kantenfehler x2 -> defect x29 -> Kantenfehler x2 -> defect x11 -> no_defect x10 -> defect x3 -> tear x54
Seite B: no_defect x1010 -> rollenwechsel x4 -> no_defect x2 -> defect x1 -> no_defect x7 -> defect x3 -> no_defect x10 -> defect x4 -> no_defect x10 -> defect x3 -> no_defect x11 -> defect x3 -> no_defect x10 -> defect x3 -> no_defect x11 -> defect x3 -> rollenwechsel x1 -> no_defect x10 -> defect x3 -> no_defect x10 -> defect x3 -> no_defect x11 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x24 -> defect x3 -> no_defect x13 -> defect x1 -> no_defect x53 -> defect x1 -> no_defect x38 -> defect x1 -> no_defect x4 -> defect x3 -> tear x1 -> defect x1 -> tear x2 -> no_defect x1 -> tear x2 -> defect x2 -> Kantenfehler x1 -> tear x1 -> no_defect x2 -> defect x1 -> no_defect x2 -> defect x1 -> no_defect x2 -> defect x1 -> no_defect x5 -> defect x1 -> no_defect x11 -> defect x1 -> no_defect x5 -> defect x2 -> no_defect x1 -> defect x2 -> tear x26 -> Kantenfehler x4 -> tear x1 -> defect x1 -> tear x1 -> defect x4 -> tear x1 -> defect x2 -> Kantenfehler x1 -> defect x4 -> no_defect x6 -> defect x8 -> Kantenfehler x1 -> defect x1 -> Kantenfehler x2 -> defect x1 -> Kantenfehler x1 -> defect x7 -> tear x1 -> defect x6 -> Kantenfehler x3 -> defect x2 -> no_defect x1 -> defect x5 -> Kantenfehler x1 -> tear x2 -> defect x23 -> no_defect x5 -> tear x54";machine_problem;machine_problem;medium;The event shows frequent 'defect' entries with occasional tears, suggesting mechanical instability rather than a paper issue.;True
FO52_20220531_221714;"Speed: 14.8 m/s | Grammage: unknown g/m2 | Paper length: 2085.0 m
Seite A: no_defect x205 -> defect x1 -> no_defect x14 -> defect x1 -> no_defect x80 -> defect x1 -> no_defect x25 -> defect x1 -> no_defect x13 -> defect x1 -> no_defect x13 -> defect x1 -> no_defect x25 -> defect x1 -> no_defect x25 -> defect x1 -> no_defect x12 -> defect x1 -> no_defect x4 -> defect x1 -> no_defect x65 -> defect x1 -> no_defect x33 -> defect x1 -> no_defect x39 -> Kantenfehler x1 -> no_defect x19 -> defect x1 -> no_defect x12 -> defect x1 -> no_defect x51 -> defect x1 -> no_defect x6 -> defect x1 -> no_defect x203 -> defect x1 -> no_defect x47 -> defect x1 -> no_defect x75 -> defect x1 -> no_defect x8 -> defect x1 -> no_defect x130 -> defect x1 -> no_defect x115 -> defect x1 -> no_defect x7 -> defect x1 -> no_defect x1 -> tear x1 -> no_defect x2 -> tear x3 -> Kantenfehler x1 -> tear x3 -> Kantenfehler x1 -> tear x1 -> defect x1 -> tear x1 -> Kantenfehler x1 -> defect x7 -> Kantenfehler x1 -> defect x5 -> Kantenfehler x1 -> defect x2 -> tear x218
Seite B: no_defect x7 -> defect x1 -> no_defect x63 -> defect x1 -> no_defect x17 -> Kantenfehler x1 -> no_defect x110 -> defect x1 -> no_defect x10 -> defect x1 -> no_defect x13 -> defect x1 -> no_defect x243 -> defect x1 -> no_defect x78 -> defect x1 -> no_defect x36 -> defect x1 -> no_defect x61 -> defect x1 -> no_defect x63 -> defect x1 -> no_defect x109 -> defect x1 -> no_defect x68 -> defect x1 -> no_defect x102 -> defect x1 -> no_defect x29 -> defect x1 -> no_defect x41 -> defect x1 -> no_defect x113 -> defect x1 -> no_defect x23 -> defect x1 -> no_defect x34 -> defect x1 -> no_defect x12 -> defect x3 -> tear x2 -> defect x1 -> tear x1 -> defect x24 -> tear x218";machine_problem;machine_problem;medium;The event shows frequent 'defect' entries with occasional tears, suggesting mechanical instability rather than a paper issue.;True
FO59_20220907_124728;"Speed: 14.9 m/s | Grammage: 51.0 g/m2 | Paper length: 10030.0 m
Seite A: no_defect x510 -> tear x490
Seite B: no_defect x510 -> tear x490";machine_problem;paper_problem;high;The event shows a long sequence of 'no_defect' followed by a large tear, which is indicative of a paper problem. The abrupt tear after a stable run suggests intrinsic paper weakness.;False
FO52_20221223_105703;"Speed: 10.7 m/s | Grammage: 45.0 g/m2 | Paper length: 26645.0 m
Seite A: tear x17 -> defect x1 -> no_defect x1 -> tear x6 -> no_defect x1 -> tear x11 -> no_defect x1 -> tear x22 -> defect x1 -> tear x1 -> no_defect x1 -> tear x15 -> no_defect x1 -> tear x9 -> no_defect x1 -> tear x4 -> no_defect x1 -> tear x2 -> no_defect x1 -> tear x41 -> defect x1 -> tear x24 -> defect x1 -> tear x5 -> no_defect x1 -> tear x10 -> no_defect x1 -> tear x3 -> no_defect x1 -> tear x1 -> no_defect x1 -> tear x2 -> no_defect x1 -> tear x1 -> no_defect x1 -> tear x5 -> no_defect x1 -> tear x7 -> no_defect x1 -> tear x12 -> no_defect x1 -> tear x7 -> no_defect x1 -> tear x5 -> no_defect x1 -> tear x50 -> no_defect x1 -> tear x24 -> defect x1 -> tear x37 -> defect x1 -> tear x36 -> no_defect x1 -> tear x15 -> no_defect x1 -> tear x18 -> no_defect x1 -> tear x11 -> defect x1 -> tear x49 -> no_defect x1 -> tear x6 -> defect x1 -> tear x14 -> no_defect x1 -> tear x68 -> defect x1 -> tear x38 -> defect x2 -> tear x2 -> no_defect x1 -> tear x3 -> defect x1 -> tear x19 -> no_defect x1 -> tear x3 -> defect x1 -> tear x59 -> defect x1 -> tear x9 -> no_defect x1 -> tear x15 -> no_defect x1 -> tear x4 -> defect x1 -> tear x13 -> defect x1 -> tear x52 -> defect x1 -> tear x25 -> no_defect x1 -> tear x1 -> defect x1 -> tear x6 -> defect x1 -> tear x13 -> defect x1 -> tear x7 -> defect x1 -> tear x1 -> defect x1 -> tear x17 -> defect x1 -> tear x3 -> defect x1 -> tear x8 -> no_defect x1 -> tear x28 -> defect x1 -> no_defect x1 -> tear x58 -> defect x1 -> tear x3 -> no_defect x1 -> tear x11 -> defect x1 -> tear x5 -> defect x1 -> tear x5 -> defect x1 -> no_defect x1 -> tear x12 -> defect x1 -> tear x7 -> defect x1 -> tear x31 -> defect x1 -> tear x33 -> defect x1 -> tear x3 -> defect x1 -> tear x17 -> defect x1 -> tear x36 -> no_defect x1 -> tear x21 -> no_defect x1 -> tear x1 -> no_defect x1 -> tear x12 -> defect x1 -> tear x4 -> defect x1 -> tear x10 -> defect x1 -> tear x1 -> defect x1 -> tear x4 -> defect x1 -> tear x4 -> defect x1 -> no_defect x1 -> tear x15 -> no_defect x1 -> tear x5 -> defect x1 -> tear x11 -> defect x1 -> tear x2 -> defect x1 -> tear x9 -> defect x1 -> tear x3 -> defect x1 -> tear x4 -> defect x1 -> tear x3 -> no_defect x1 -> tear x4 -> defect x1 -> tear x1 -> defect x1 -> tear x3 -> defect x1 -> tear x3 -> defect x1 -> tear x4 -> no_defect x1 -> tear x2 -> defect x1 -> tear x23 -> defect x1 -> tear x9 -> defect x1 -> tear x3 -> no_defect x1 -> tear x7 -> defect x1 -> tear x7 -> defect x1 -> tear x3 -> defect x1 -> tear x3 -> defect x1 -> tear x5 -> defect x1 -> tear x47 -> defect x1 -> tear x18 -> defect x1 -> tear x39 -> defect x1 -> tear x18 -> defect x1 -> tear x2
Seite B: no_defect x75 -> defect x1 -> no_defect x74 -> defect x1 -> no_defect x293 -> rollenwechsel x1 -> no_defect x794 -> tear x261";machine_problem;machine_problem;medium;The event shows frequent 'tear' entries with periodic defects, suggesting mechanical instability rather than a paper issue.;True
FO55_20221017_210022;"Speed: 6.9 m/s | Grammage: 51.0 g/m2 | Paper length: 14842.0 m
Seite A: no_defect x782 -> tear x718
Seite B: no_defect x12 -> rollenwechsel x1 -> no_defect x77 -> rollenwechsel x1 -> no_defect x11 -> rollenwechsel x1 -> no_defect x7 -> rollenwechsel x1 -> no_defect x77 -> rollenwechsel x1 -> no_defect x40 -> rollenwechsel x1 -> no_defect x28 -> rollenwechsel x1 -> no_defect x14 -> rollenwechsel x1 -> no_defect x66 -> rollenwechsel x1 -> no_defect x42 -> rollenwechsel x1 -> no_defect x27 -> rollenwechsel x1 -> no_defect x125 -> rollenwechsel x1 -> no_defect x1 -> rollenwechsel x1 -> no_defect x26 -> rollenwechsel x1 -> no_defect x65 -> rollenwechsel x1 -> no_defect x17 -> rollenwechsel x1 -> no_defect x47 -> rollenwechsel x1 -> no_defect x85 -> rollenwechsel x1 -> tear x715";machine_problem;paper_problem;high;The event shows a long sequence of 'no_defect' followed by a large 'tear' on both sides, which is indicative of a paper problem as seen in the labeled example with similar patterns.;False
FO53_20240802_235711;"Speed: 13.9 m/s | Grammage: 52.0 g/m2 | Paper length: 33254.0 m
Seite A: defect x39 -> no_defect x1 -> defect x35 -> no_defect x1 -> defect x15 -> no_defect x1 -> defect x37 -> no_defect x1 -> defect x228 -> no_defect x1 -> defect x280 -> no_defect x2 -> defect x1 -> no_defect x2 -> defect x2 -> no_defect x1 -> defect x18 -> no_defect x1 -> defect x4 -> no_defect x1 -> defect x10 -> no_defect x1 -> defect x18 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x30 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x25 -> no_defect x1 -> defect x7 -> no_defect x1 -> defect x6 -> no_defect x1 -> defect x17 -> no_defect x2 -> defect x2 -> no_defect x1 -> defect x25 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x18 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x6 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x21 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x13 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x13 -> no_defect x1 -> defect x20 -> no_defect x2 -> defect x19 -> no_defect x1 -> defect x3 -> no_defect x5 -> defect x9 -> no_defect x1 -> defect x21 -> no_defect x1 -> defect x9 -> no_defect x1 -> defect x9 -> no_defect x2 -> defect x2 -> no_defect x1 -> defect x59 -> no_defect x1 -> defect x54 -> no_defect x2 -> defect x57 -> no_defect x1 -> defect x154 -> tear x1 -> defect x131
Seite B: defect x5 -> no_defect x1 -> defect x11 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x26 -> no_defect x1 -> defect x22 -> no_defect x1 -> defect x57 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x7 -> no_defect x1 -> defect x1 -> no_defect x3 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x2 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x13 -> no_defect x1 -> defect x1 -> no_defect x2 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x29 -> Kantenfehler x2 -> defect x8 -> no_defect x1 -> defect x12 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x7 -> no_defect x1 -> defect x30 -> no_defect x1 -> defect x22 -> no_defect x3 -> defect x42 -> no_defect x1 -> defect x6 -> no_defect x2 -> defect x1 -> no_defect x4 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x4 -> defect x4 -> no_defect x3 -> defect x6 -> no_defect x2 -> defect x30 -> no_defect x1 -> defect x10 -> no_defect x2 -> defect x17 -> no_defect x1 -> defect x5 -> no_defect x1 -> defect x12 -> no_defect x2 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x4 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x3 -> no_defect x3 -> defect x1 -> no_defect x4 -> defect x8 -> no_defect x1 -> defect x7 -> no_defect x1 -> defect x6 -> no_defect x1 -> defect x3 -> no_defect x2 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x2 -> defect x3 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x7 -> no_defect x4 -> defect x1 -> no_defect x1 -> defect x6 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x4 -> no_defect x1 -> defect x16 -> no_defect x1 -> defect x7 -> no_defect x1 -> defect x4 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x15 -> no_defect x1 -> defect x9 -> no_defect x4 -> defect x9 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x17 -> no_defect x7 -> defect x1 -> no_defect x2 -> defect x6 -> no_defect x1 -> defect x4 -> no_defect x1 -> defect x6 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x2 -> no_defect x11 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x3 -> defect x1 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x4 -> defect x1 -> no_defect x3 -> defect x1 -> no_defect x2 -> defect x6 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x6 -> no_defect x1 -> defect x1 -> no_defect x2 -> defect x14 -> no_defect x1 -> defect x2 -> no_defect x5 -> defect x1 -> no_defect x3 -> defect x6 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x11 -> no_defect x2 -> defect x1 -> no_defect x7 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x4 -> no_defect x3 -> defect x3 -> no_defect x1 -> defect x1 -> no_defect x12 -> defect x4 -> no_defect x2 -> defect x2 -> no_defect x2 -> defect x1 -> no_defect x1 -> defect x5 -> no_defect x1 -> defect x4 -> no_defect x1 -> defect x1 -> no_defect x11 -> defect x1 -> no_defect x2 -> defect x3 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x3 -> defect x3 -> no_defect x2 -> defect x2 -> no_defect x2 -> defect x1 -> no_defect x6 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x3 -> defect x1 -> no_defect x3 -> defect x7 -> no_defect x2 -> defect x1 -> no_defect x3 -> defect x1 -> no_defect x2 -> defect x1 -> no_defect x2 -> defect x7 -> no_defect x6 -> defect x1 -> no_defect x3 -> defect x3 -> no_defect x8 -> defect x1 -> no_defect x6 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x5 -> no_defect x2 -> defect x1 -> no_defect x7 -> defect x1 -> no_defect x1 -> defect x5 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x2 -> no_defect x2 -> defect x5 -> no_defect x5 -> defect x1 -> no_defect x3 -> defect x9 -> no_defect x2 -> defect x2 -> no_defect x1 -> defect x18 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x3 -> defect x1 -> no_defect x1 -> defect x4 -> no_defect x1 -> defect x4 -> no_defect x2 -> defect x1 -> no_defect x2 -> defect x1 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x15 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x1 -> no_defect x2 -> defect x2 -> no_defect x1 -> defect x11 -> no_defect x8 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x2 -> defect x11 -> no_defect x1 -> defect x3 -> no_defect x1 -> defect x4 -> no_defect x2 -> defect x1 -> no_defect x2 -> defect x2 -> no_defect x2 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x2 -> defect x8 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x2 -> no_defect x3 -> defect x2 -> no_defect x1 -> defect x2 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x14 -> no_defect x1 -> defect x2 -> no_defect x3 -> defect x2 -> no_defect x1 -> defect x2 -> no_defect x2 -> defect x2 -> no_defect x1 -> defect x10 -> no_defect x4 -> defect x1 -> no_defect x3 -> defect x236";machine_problem;machine_problem;medium;The event contains a high frequency of 'defect' occurrences with a single 'tear' at the end, suggesting machine instability rather than a paper issue, aligning with machine problem examples.;True
FO53_20220524_145741;"Speed: 8.4 m/s | Grammage: unknown g/m2 | Paper length: 16677.0 m
Seite A: no_defect x1500
Seite B: no_defect x1358 -> defect x3 -> no_defect x13 -> defect x1 -> no_defect x23 -> defect x4 -> no_defect x3 -> defect x2 -> no_defect x14 -> defect x4 -> no_defect x2 -> defect x1 -> no_defect x2 -> defect x3 -> no_defect x7 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x3 -> defect x3 -> no_defect x1 -> defect x1 -> no_defect x1 -> defect x1 -> no_defect x23 -> defect x1 -> no_defect x23";machine_problem;paper_problem;low;The event primarily consists of 'no_defect' with sparse 'defect' occurrences, lacking clear machine problem indicators, suggesting a potential paper issue.;False
FO59_20231118_040406;"Speed: 12.7 m/s | Grammage: 40.0 g/m2 | Paper length: 30666.0 m
Seite A: no_defect x770 -> tear x230
Seite B: no_defect x769 -> tear x231";machine_problem;paper_problem;high;The event shows a long sequence of 'no_defect' followed by a large 'tear' on both sides, which is indicative of a paper problem as seen in the labeled example with similar patterns.;False
FO59_20221006_195501;"Speed: unknown m/s | Grammage: 48.0 g/m2 | Paper length: 21825.0 m
Seite A: no_defect x1000
Seite B: no_defect x1000";machine_problem;paper_problem;medium;The event consists entirely of 'no_defect', suggesting no machine instability, aligning with paper problem examples where no defects are present.;False
FO38_20230302_180941;"Speed: 7.7 m/s | Grammage: 54.0 g/m2 | Paper length: 6126.0 m
Seite A: no_defect x1 -> Kantenfehler x9 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x16 -> no_defect x1 -> Kantenfehler x9 -> no_defect x3 -> Kantenfehler x5 -> no_defect x2 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x5 -> no_defect x2 -> Kantenfehler x4 -> no_defect x1 -> Kantenfehler x3 -> no_defect x2 -> Kantenfehler x6 -> no_defect x1 -> Kantenfehler x23 -> defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x19 -> no_defect x1 -> Kantenfehler x9 -> no_defect x1 -> Kantenfehler x20 -> no_defect x2 -> Kantenfehler x11 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x9 -> defect x1 -> Kantenfehler x4 -> no_defect x3 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x5 -> no_defect x2 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x23 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x11 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x21 -> no_defect x1 -> Kantenfehler x4 -> no_defect x2 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x1 -> defect x1 -> Kantenfehler x6 -> no_defect x1 -> Kantenfehler x6 -> no_defect x1 -> Kantenfehler x11 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x9 -> no_defect x1 -> Kantenfehler x36 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x8 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x6 -> no_defect x1 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x1 -> defect x1 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x6 -> no_defect x1 -> Kantenfehler x9 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x4 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x8 -> no_defect x1 -> Kantenfehler x2 -> no_defect x3 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x23 -> no_defect x2 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x4 -> no_defect x1 -> Kantenfehler x9 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x6 -> no_defect x1 -> Kantenfehler x4 -> no_defect x1 -> Kantenfehler x11 -> no_defect x1 -> Kantenfehler x1 -> no_defect x2 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x6 -> no_defect x1 -> Kantenfehler x4 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x5 -> no_defect x2 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x11 -> no_defect x1 -> Kantenfehler x4 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x19 -> no_defect x2 -> Kantenfehler x19 -> no_defect x1 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x11 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x14 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x2 -> defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x1 -> no_defect x2 -> Kantenfehler x11 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x11 -> no_defect x1 -> Kantenfehler x1 -> no_defect x2 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x23 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x12 -> no_defect x3 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x1 -> no_defect x2 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x9 -> no_defect x1 -> Kantenfehler x12 -> no_defect x1 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x12 -> no_defect x1 -> Kantenfehler x10 -> no_defect x1 -> Kantenfehler x4 -> no_defect x1 -> Kantenfehler x1 -> no_defect x2 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x18 -> no_defect x4 -> Kantenfehler x6 -> no_defect x1 -> Kantenfehler x12 -> no_defect x1 -> Kantenfehler x8 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x7 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x5 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x6 -> no_defect x1 -> defect x1 -> Kantenfehler x6 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x17 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x13 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x2 -> no_defect x1 -> Kantenfehler x3 -> no_defect x1 -> Kantenfehler x1 -> no_defect x1 -> Kantenfehler x4 -> no_defect x2 -> Kantenfehler x5 -> tear x348
Seite B: no_defect x96 -> defect x1 -> no_defect x2 -> defect x1 -> no_defect x1053 -> tear x347";machine_problem;machine_problem;medium;The event shows frequent 'Kantenfehler' and 'defect' occurrences, suggesting machine instability, aligning with machine problem examples.;True
