event_id,true_label,predicted_label,prompt_condition,reasoning,failure_type
FO38_20240901_160650,paper_problem,,v3_baseline_fewshot,Parse error: Number of classifications (11) doesn't match number of events (10),other
FO38_20220607_050104,machine_problem,,v3_baseline_fewshot,Parse error: Number of classifications (11) doesn't match number of events (10),other
FO47_20240416_064959,paper_problem,,v3_baseline_fewshot,Parse error: Number of classifications (11) doesn't match number of events (10),other
FO38_20220312_150500,machine_problem,,v3_baseline_fewshot,Parse error: Number of classifications (11) doesn't match number of events (10),other
FO41_20221214_054231,machine_problem,,v3_baseline_fewshot,Parse error: Number of classifications (11) doesn't match number of events (10),other
FO53_20230905_005017,machine_problem,,v3_baseline_fewshot,Parse error: Number of classifications (11) doesn't match number of events (10),other
FO53_20230213_134835,paper_problem,,v3_baseline_fewshot,Parse error: Number of classifications (11) doesn't match number of events (10),other
FO38_20240419_225059,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a long sequence of 'no_defect' followed by a large tear, which is indicative of a paper problem. The presence of multiple 'Kantenfehler' and 'defect' entries before the tear suggests intrinsic paper weakness.",shortcut_visual_pattern
FO55_20230422_025936,machine_problem,machine_problem,v3_baseline_fewshot,"The event has a high frequency of 'rollenwechsel' and 'Kantenfehler' with periodic defects and tears, suggesting mechanical instability rather than a paper issue.",correct
FO41_20230509_034945,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a consistent pattern of 'no_defect' with no significant issues, indicating stable machine operation without paper-related problems.",correct
FO56_20230512_044343,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a long sequence of 'no_defect' followed by a large tear, which is indicative of a paper problem. The abrupt tear after a stable run suggests intrinsic paper weakness.",shortcut_visual_pattern
FO59_20241125_081627,paper_problem,paper_problem,v3_baseline_fewshot,"The event shows a long sequence of 'no_defect' followed by a large tear, which is indicative of a paper problem. The abrupt tear after a stable run suggests intrinsic paper weakness.",correct
FO45_20221108_000458,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a sequence of 'defect' entries without significant tears, suggesting mechanical issues rather than paper-related problems.",correct
FO53_20221228_073141,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent 'defect' entries with occasional tears, suggesting mechanical instability rather than a paper issue.",correct
FO52_20220531_221714,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent 'defect' entries with occasional tears, suggesting mechanical instability rather than a paper issue.",correct
FO59_20220907_124728,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a long sequence of 'no_defect' followed by a large tear, which is indicative of a paper problem. The abrupt tear after a stable run suggests intrinsic paper weakness.",shortcut_visual_pattern
FO52_20221223_105703,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent 'tear' entries with periodic defects, suggesting mechanical instability rather than a paper issue.",correct
FO55_20221017_210022,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a long sequence of 'no_defect' followed by a large 'tear' on both sides, which is indicative of a paper problem as seen in the labeled example with similar patterns.",shortcut_visual_pattern
FO53_20240802_235711,machine_problem,machine_problem,v3_baseline_fewshot,"The event contains a high frequency of 'defect' occurrences with a single 'tear' at the end, suggesting machine instability rather than a paper issue, aligning with machine problem examples.",correct
FO53_20220524_145741,machine_problem,paper_problem,v3_baseline_fewshot,"The event primarily consists of 'no_defect' with sparse 'defect' occurrences, lacking clear machine problem indicators, suggesting a potential paper issue.",shortcut_other
FO59_20231118_040406,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a long sequence of 'no_defect' followed by a large 'tear' on both sides, which is indicative of a paper problem as seen in the labeled example with similar patterns.",shortcut_visual_pattern
FO59_20221006_195501,machine_problem,paper_problem,v3_baseline_fewshot,"The event consists entirely of 'no_defect', suggesting no machine instability, aligning with paper problem examples where no defects are present.",shortcut_other
FO38_20230302_180941,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent 'Kantenfehler' and 'defect' occurrences, suggesting machine instability, aligning with machine problem examples.",correct
FO53_20241002_101453,machine_problem,machine_problem,v3_baseline_fewshot,"The event contains frequent 'defect' occurrences with no clear pattern of paper weakness, suggesting machine instability, aligning with machine problem examples.",correct
FO59_20230415_062916,machine_problem,paper_problem,v3_baseline_fewshot,"The event consists primarily of 'no_defect' with sparse 'Kantenfehler' and 'rollenwechsel', lacking clear machine problem indicators, suggesting a potential paper issue.",shortcut_other
FO51_20241112_034820,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent 'Kantenfehler' and 'defect' occurrences, suggesting machine instability, aligning with machine problem examples.",correct
FO45_20230531_223515,machine_problem,machine_problem,v3_baseline_fewshot,"The event contains frequent 'defect' occurrences with no clear pattern of paper weakness, suggesting machine instability, aligning with machine problem examples.",correct
FO41_20231115_144502,machine_problem,machine_problem,v3_baseline_fewshot,"The presence of multiple Kantenfehler and defects followed by tears suggests a machine problem, as the sequence of defects and Kantenfehler indicates mechanical instability.",correct
FO41_20240127_002249,machine_problem,machine_problem,v3_baseline_fewshot,"The sequence shows defects and Kantenfehler leading to a tear, which aligns with machine problems where mechanical issues cause instability and eventual tearing.",correct
FO41_20230424_064316,machine_problem,paper_problem,v3_baseline_fewshot,"The absence of defects or Kantenfehler and the consistent 'no_defect' pattern suggest the paper was stable, indicating no machine-related issues.",shortcut_other
FO38_20230717_090154,machine_problem,machine_problem,v3_baseline_fewshot,The frequent defects and Kantenfehler without a clear progressive pattern suggest mechanical issues rather than paper weakness.,correct
FO53_20221001_145205,paper_problem,paper_problem,v3_baseline_fewshot,"The presence of defects and Kantenfehler with a tear at the end suggests a paper problem, as the sequence does not show mechanical instability.",correct
FO53_20240411_194847,paper_problem,machine_problem,v3_baseline_fewshot,"The presence of defects and a tear following a sequence of defects suggests mechanical instability, consistent with machine problems.",majority_class_bias
FO51_20221227_105909,machine_problem,machine_problem,v3_baseline_fewshot,"The sequence of Kantenfehler and defects leading to a tear suggests mechanical issues, as the pattern indicates instability in the machine operation.",correct
FO55_20240426_114739,machine_problem,machine_problem,v3_baseline_fewshot,"The frequent defects and Kantenfehler suggest mechanical issues, as the pattern indicates instability in the machine operation.",correct
FO54_20221009_103315,machine_problem,machine_problem,v3_baseline_fewshot,"The sequence of defects and Kantenfehler suggests mechanical issues, as the pattern indicates instability in the machine operation.",correct
FO53_20241022_015811,machine_problem,machine_problem,v3_baseline_fewshot,"The frequent defects and Kantenfehler suggest mechanical issues, as the pattern indicates instability in the machine operation.",correct
FO55_20230422_194535,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a sequence of tears interspersed with 'rollenwechsel', suggesting mechanical issues. The pattern of frequent tears and defects aligns with machine problems seen in examples.",correct
FO44_20231222_185409,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows isolated defects with long stretches of 'no_defect', indicating intrinsic paper weaknesses. This pattern is consistent with paper problems in the examples.",shortcut_other
FO53_20240311_180444,machine_problem,machine_problem,v3_baseline_fewshot,"The event has a high frequency of 'Kantenfehler' and defects, which suggests mechanical instability. This aligns with machine problems in the examples.",correct
FO52_20211218_035139,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a sequence of tears following 'rollenwechsel', indicating mechanical issues. The pattern of defects and tears is consistent with machine problems.",correct
FO59_20230404_030001,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows no defects or tears, indicating stable paper quality. This aligns with paper problems where no issues are detected.",shortcut_visual_pattern
FO59_20230418_234730,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a long sequence of tears without defects, suggesting intrinsic paper weaknesses. This pattern is consistent with paper problems in the examples.",shortcut_other
FO51_20220311_085050,machine_problem,machine_problem,v3_baseline_fewshot,"The event has frequent 'Kantenfehler' and defects, suggesting mechanical instability. This aligns with machine problems in the examples.",correct
FO55_20230613_235100,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a sequence of defects and 'Kantenfehler', indicating mechanical issues. The pattern of defects is consistent with machine problems.",correct
FO52_20230918_171101,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows no defects or tears, indicating stable paper quality. This aligns with paper problems where no issues are detected.",shortcut_visual_pattern
FO46_20230828_035819,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a long sequence of tears without defects, suggesting intrinsic paper weaknesses. This pattern is consistent with paper problems in the examples.",shortcut_other
FO47_20240426_115513,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a mix of defects and tears with frequent Kantenfehler and rollenwechsel, suggesting mechanical instability. The presence of periodic defects and tears aligns with machine-related issues.",correct
FO53_20230829_071532,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows long sequences of no defects followed by defects, with no significant mechanical indicators like frequent rollenwechsel or oscillations, suggesting intrinsic paper weaknesses.",shortcut_other
FO45_20221017_100344,paper_problem,paper_problem,v3_baseline_fewshot,"The event has long sequences of no defects followed by defects and tears, with no mechanical instability indicators, suggesting paper-related issues.",correct
FO38_20240524_170409,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows long sequences of no defects with sporadic defects and Kantenfehler, indicating paper-related issues rather than mechanical instability.",shortcut_other
FO45_20230823_225928,paper_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent Kantenfehler and defects interspersed with no defects, suggesting mechanical instability rather than paper issues.",majority_class_bias
FO51_20220105_223337,paper_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent rollenwechsel with no defects, indicating mechanical instability rather than paper issues.",majority_class_bias
FO38_20240930_070355,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows long sequences of no defects with sporadic defects and Kantenfehler, suggesting paper-related issues rather than mechanical instability.",shortcut_other
FO38_20221118_085055,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent Kantenfehler with no defects, suggesting mechanical instability rather than paper issues.",correct
FO53_20220629_101328,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent Kantenfehler with no defects, suggesting mechanical instability rather than paper issues.",correct
FO53_20220610_224946,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent Kantenfehler with no defects, suggesting mechanical instability rather than paper issues.",correct
FO37_20241008_040552,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a high frequency of 'Kantenfehler' and 'defect' occurrences interspersed with 'no_defect', suggesting mechanical instability. The presence of periodic 'rollenwechsel' and 'tear' patterns further supports a machine-related issue.",correct
FO53_20220202_094404,machine_problem,paper_problem,v3_baseline_fewshot,"The event is characterized by a high density of 'defect' occurrences with minimal 'no_defect' intervals, indicating intrinsic paper weakness. The absence of significant mechanical indicators like 'rollenwechsel' supports a paper-related issue.",shortcut_other
FO54_20241022_022641,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent 'tear' occurrences with periodic 'rollenwechsel', suggesting mechanical instability. The pattern of 'tear' after 'rollenwechsel' aligns with machine-related issues.",correct
FO46_20231108_092110,machine_problem,paper_problem,v3_baseline_fewshot,"The event consists of frequent 'tear' occurrences with minimal 'no_defect' intervals, indicating intrinsic paper weakness. The absence of significant mechanical indicators supports a paper-related issue.",shortcut_visual_pattern
FO45_20221215_150823,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a mix of 'tear' and 'defect' occurrences with 'rollenwechsel', suggesting mechanical instability. The pattern of 'tear' after 'rollenwechsel' aligns with machine-related issues.",correct
FO41_20230725_131633,paper_problem,paper_problem,v3_baseline_fewshot,"The event is characterized by a high density of 'tear' occurrences with minimal 'no_defect' intervals, indicating intrinsic paper weakness. The absence of significant mechanical indicators supports a paper-related issue.",correct
FO38_20221116_214722,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a high density of 'tear' occurrences with minimal 'no_defect' intervals, indicating intrinsic paper weakness. The absence of significant mechanical indicators supports a paper-related issue.",shortcut_visual_pattern
FO53_20211118_125725,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows frequent 'tear' occurrences with periodic 'rollenwechsel', suggesting mechanical instability. The pattern of 'tear' after 'rollenwechsel' aligns with machine-related issues.",correct
FO45_20241204_060502,machine_problem,paper_problem,v3_baseline_fewshot,"The event is characterized by a high density of 'tear' occurrences with minimal 'no_defect' intervals, indicating intrinsic paper weakness. The absence of significant mechanical indicators supports a paper-related issue.",shortcut_visual_pattern
FO46_20240912_215403,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a high density of 'tear' occurrences with minimal 'no_defect' intervals, indicating intrinsic paper weakness. The absence of significant mechanical indicators supports a paper-related issue.",shortcut_visual_pattern
FO45_20241112_154006,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a pattern of 'no_defect' followed by 'tear' with no progressive weakening, similar to machine-related examples.",correct
FO38_20230912_152231,machine_problem,machine_problem,v3_baseline_fewshot,The presence of multiple 'defect' and 'rollenwechsel' events with intermittent 'tear' suggests mechanical issues rather than paper weakness.,correct
FO53_20210909_230032,machine_problem,paper_problem,v3_baseline_fewshot,"The event is characterized by a high frequency of 'defect' and 'Kantenfehler' without abrupt transitions, indicating paper quality issues.",shortcut_visual_pattern
FO44_20241127_135802,machine_problem,machine_problem,v3_baseline_fewshot,"The sequence includes frequent 'Kantenfehler' and 'tear' events, which are often associated with mechanical problems.",correct
FO52_20231018_172156,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a pattern of 'rollenwechsel' and 'Kantenfehler' with 'tear', suggesting mechanical instability.",correct
FO56_20221124_220757,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a consistent pattern of 'defect' and 'Kantenfehler' without abrupt changes, indicating paper quality issues.",shortcut_visual_pattern
FO56_20230419_010410,machine_problem,machine_problem,v3_baseline_fewshot,The presence of 'tear' events following 'rollenwechsel' suggests mechanical issues rather than paper weakness.,correct
FO53_20220601_124035,machine_problem,paper_problem,v3_baseline_fewshot,"The event shows a pattern of 'tear' events with no abrupt transitions, indicating paper quality issues.",shortcut_visual_pattern
FO52_20240806_212000,machine_problem,machine_problem,v3_baseline_fewshot,"The event includes frequent 'Kantenfehler' and 'defect' events, suggesting mechanical instability.",correct
FO53_20240907_235650,machine_problem,machine_problem,v3_baseline_fewshot,"The event shows a pattern of 'rollenwechsel' and 'tear', indicating mechanical issues rather than paper weakness.",correct
FO45_20240205_122405,machine_problem,machine_problem,v5_xgboost_rules,Grammage=38.0 g/m² (strong machine signal) + longest_no_defect_run covers full sequence → machine_problem,correct_threshold_use
FO45_20240123_031111,machine_problem,paper_problem,v5_xgboost_rules,Grammage=60.0 g/m² (strong paper signal) + paper length=24453 m (neutral) → paper_problem,threshold_misexecution
FO37_20240820_050937,machine_problem,machine_problem,v5_xgboost_rules,Pap_len=60.0 m (strong machine signal) + multiple rollenwechsel → machine_problem,correct_threshold_use
FO51_20240126_141512,machine_problem,machine_problem,v5_xgboost_rules,Grammage=48.0 g/m² (medium machine lean) + paper length=19302 m (neutral) → machine_problem,correct_threshold_use
FO59_20231109_162348,machine_problem,machine_problem,v5_xgboost_rules,Pap_len=6.0 m (strong machine signal) + multiple rollenwechsel events → machine_problem,correct_threshold_use
FO59_20230309_171350,machine_problem,machine_problem,v5_xgboost_rules,Paper length=226 m (strong machine signal) + grammage unknown → machine_problem,correct_threshold_use
FO59_20241205_081440,machine_problem,machine_problem,v5_xgboost_rules,Grammage=40 g/m² (slight machine lean) + no defects throughout sequence → machine_problem,correct_threshold_use
FO46_20240617_183745,machine_problem,machine_problem,v5_xgboost_rules,Grammage=57 g/m² (medium paper lean) + paper length=12683 m (neutral) + no defect pattern → machine_problem,correct_threshold_use
FO53_20240827_163949,machine_problem,machine_problem,v5_xgboost_rules,Grammage=52 g/m² (medium paper lean) + paper length=7943 m (neutral) → machine_problem,correct_threshold_use
FO45_20240912_213856,machine_problem,paper_problem,v5_xgboost_rules,Grammage=100 g/m² (strong paper signal) + paper length=52763 m (strong paper signal) → paper_problem,threshold_misexecution
